route_id,from_stop,to_stop,from_stop_normalized,to_stop_normalized,case_frequency,avg_duration_seconds,min_duration_seconds,max_duration_seconds,avg_duration_label,min_duration_label,max_duration_label
FR-14A,Col. Ammanullah Road,Athal Chowk,col ammanullah road,athal chowk,65,110.0,110,110,1 min 50 sec,1 min 50 sec,1 min 50 sec
FR-14A,Dhok Badam,Punjab College,dhok badam,punjab college,65,40.0,40,40,0 min 40 sec,0 min 40 sec,0 min 40 sec
FR-14A,Mangu Town,Col. Ammanullah Road,mangu town,col ammanullah road,65,70.0,70,70,1 min 10 sec,1 min 10 sec,1 min 10 sec
FR-14A,Nai Abadi,Traders Colony,nai abadi,traders colony,65,120.0,120,120,2 min 0 sec,2 min 0 sec,2 min 0 sec
FR-14A,Phulgran,Dhok Badam,phulgran,dhok badam,65,40.0,40,40,0 min 40 sec,0 min 40 sec,0 min 40 sec
FR-14A,Punjab College,Al Wadi Colony,punjab college,al wadi colony,65,10.0,10,10,0 min 10 sec,0 min 10 sec,0 min 10 sec
FR-14A,Traders Colony,Akbar Niazi Hospital,traders colony,akbar niazi hospital,65,80.0,80,80,1 min 20 sec,1 min 20 sec,1 min 20 sec
FR-15,DHA Gate 07,SUPARCO,dha gate 07,suparco,33,105.0,105,105,1 min 45 sec,1 min 45 sec,1 min 45 sec
FR-15,DHA Gate 08,DHA Gate 07,dha gate 08,dha gate 07,33,90.0,90,90,1 min 30 sec,1 min 30 sec,1 min 30 sec
FR-15,Fazaia,Gangal,fazaia,gangal,33,105.0,105,105,1 min 45 sec,1 min 45 sec,1 min 45 sec
FR-15,Gangal,Koral Town,gangal,koral town,33,115.0,115,115,1 min 55 sec,1 min 55 sec,1 min 55 sec
FR-15,Gulberg,Pagh Chowk,gulberg,pagh chowk,33,105.0,105,105,1 min 45 sec,1 min 45 sec,1 min 45 sec
FR-15,Kaak Pul,DHA Gate 08,kaak pul,dha gate 08,33,115.0,115,115,1 min 55 sec,1 min 55 sec,1 min 55 sec
FR-15,Khanna Pul,Fazaia,khanna pul,fazaia,33,90.0,90,90,1 min 30 sec,1 min 30 sec,1 min 30 sec
FR-15,Koral Town,Gulberg,koral town,gulberg,33,90.0,90,90,1 min 30 sec,1 min 30 sec,1 min 30 sec
FR-15,PWD Housing Society,Soan Gardens E Block,pwd housing society,soan gardens e block,33,90.0,90,90,1 min 30 sec,1 min 30 sec,1 min 30 sec
FR-15,Pagh Chowk,PWD Housing Society,pagh chowk,pwd housing society,33,115.0,115,115,1 min 55 sec,1 min 55 sec,1 min 55 sec
FR-15,River Gardens,Kaak Pul,river gardens,kaak pul,33,105.0,105,105,1 min 45 sec,1 min 45 sec,1 min 45 sec
FR-15,SUPARCO,T- Chowk,suparco,t chowk,33,115.0,115,115,1 min 55 sec,1 min 55 sec,1 min 55 sec
FR-15,Soan Gardens E Block,Soan Gardens G Block,soan gardens e block,soan gardens g block,33,105.0,105,105,1 min 45 sec,1 min 45 sec,1 min 45 sec
FR-15,Soan Gardens G Block,Soan Gardens H Block,soan gardens g block,soan gardens h block,33,115.0,115,115,1 min 55 sec,1 min 55 sec,1 min 55 sec
FR-15,Soan Gardens H Block,River Gardens,soan gardens h block,river gardens,33,90.0,90,90,1 min 30 sec,1 min 30 sec,1 min 30 sec
FRB-01,Children Hospital,TNT,children hospital,tnt,196,190.0,190,190,3 min 10 sec,3 min 10 sec,3 min 10 sec
FRB-01,Dhok Kala Khan,Iqbal Town,dhok kala khan,iqbal town,196,60.0,60,60,1 min 0 sec,1 min 0 sec,1 min 0 sec
FRB-01,Fazaia,Gangal,fazaia,gangal,196,130.0,130,130,2 min 10 sec,2 min 10 sec,2 min 10 sec
FRB-01,Gangal,Koral Town,gangal,koral town,196,160.0,160,160,2 min 40 sec,2 min 40 sec,2 min 40 sec
FRB-01,H-8,Kach Naar Park I-8,h 8,kach naar park i 8,196,160.0,160,160,2 min 40 sec,2 min 40 sec,2 min 40 sec
FRB-01,Iqbal Town,Kuri Road,iqbal town,kuri road,196,60.0,60,60,1 min 0 sec,1 min 0 sec,1 min 0 sec
FRB-01,Kach Naar Park I-8,Sohan,kach naar park i 8,sohan,196,220.0,220,220,3 min 40 sec,3 min 40 sec,3 min 40 sec
FRB-01,Khanna Pul,Fazaia,khanna pul,fazaia,196,80.0,80,80,1 min 20 sec,1 min 20 sec,1 min 20 sec
FRB-01,Koral Town,Gulberg,koral town,gulberg,196,170.0,170,170,2 min 50 sec,2 min 50 sec,2 min 50 sec
FRB-01,Kuri Road,Zia Masjid,kuri road,zia masjid,196,80.0,80,80,1 min 20 sec,1 min 20 sec,1 min 20 sec
FRB-01,PIMS,Children Hospital,pims,children hospital,196,90.0,90,90,1 min 30 sec,1 min 30 sec,1 min 30 sec
FRB-01,Sohan,Dhok Kala Khan,sohan,dhok kala khan,196,130.0,130,130,2 min 10 sec,2 min 10 sec,2 min 10 sec
FRB-01,TNT,H-8,tnt,h 8,196,340.0,340,340,5 min 40 sec,5 min 40 sec,5 min 40 sec
FRB-01,Zia Masjid,Khanna Pul,zia masjid,khanna pul,196,150.0,150,150,2 min 30 sec,2 min 30 sec,2 min 30 sec
FRG-1,Abpara,Foreign Affairs Office,abpara,foreign affairs office,196,160.0,160,160,2 min 40 sec,2 min 40 sec,2 min 40 sec
FRG-1,CDA,Abpara,cda,abpara,196,150.0,150,150,2 min 30 sec,2 min 30 sec,2 min 30 sec
FRG-1,Children Hospital,TNT,children hospital,tnt,196,190.0,190,190,3 min 10 sec,3 min 10 sec,3 min 10 sec
FRG-1,Foreign Affairs Office,Lake View Park,foreign affairs office,lake view park,196,300.0,300,300,5 min 0 sec,5 min 0 sec,5 min 0 sec
FRG-1,Lake View Park,Malpur,lake view park,malpur,196,150.0,150,150,2 min 30 sec,2 min 30 sec,2 min 30 sec
FRG-1,Malpur,Shahdara,malpur,shahdara,196,170.0,170,170,2 min 50 sec,2 min 50 sec,2 min 50 sec
FRG-1,PIMS,Children Hospital,pims,children hospital,196,90.0,90,90,1 min 30 sec,1 min 30 sec,1 min 30 sec
FRG-1,Shahdara,Barakahu,shahdara,barakahu,196,110.0,110,110,1 min 50 sec,1 min 50 sec,1 min 50 sec
FRG-1,TNT,CDA,tnt,cda,196,320.0,320,320,5 min 20 sec,5 min 20 sec,5 min 20 sec
ST-01,Bahria University,Naval Complex,bahria university,naval complex,9,105.0,105,105,1 min 45 sec,1 min 45 sec,1 min 45 sec
ST-01,F-8 Markaz,F-9 Park,f 8 markaz,f 9 park,9,120.0,120,120,2 min 0 sec,2 min 0 sec,2 min 0 sec
ST-01,F-9 Park,Shaheen Chowk,f 9 park,shaheen chowk,9,85.0,85,85,1 min 25 sec,1 min 25 sec,1 min 25 sec
ST-01,Faisal Masjid,Parveen Shakir Road,faisal masjid,parveen shakir road,9,160.0,160,160,2 min 40 sec,2 min 40 sec,2 min 40 sec
ST-01,Faisal Morh F-7/F-8,Katchery,faisal morh f 7 f 8,katchery,9,160.0,160,160,2 min 40 sec,2 min 40 sec,2 min 40 sec
ST-01,Katchery,F-8 Markaz,katchery,f 8 markaz,9,105.0,105,105,1 min 45 sec,1 min 45 sec,1 min 45 sec
ST-01,Kohsar Road/F-7 Marka,Murghzar Zoo,kohsar road f 7 marka,murghzar zoo,9,160.0,160,160,2 min 40 sec,2 min 40 sec,2 min 40 sec
ST-01,Murghzar Zoo,Daman e Koh,murghzar zoo,daman e koh,9,570.0,570,570,9 min 30 sec,9 min 30 sec,9 min 30 sec
ST-01,Naval Complex,Faisal Masjid,naval complex,faisal masjid,9,175.0,175,175,2 min 55 sec,2 min 55 sec,2 min 55 sec
ST-01,PIMS Hospital,Faisal Morh F-7/F-8,pims hospital,faisal morh f 7 f 8,9,220.0,220,220,3 min 40 sec,3 min 40 sec,3 min 40 sec
ST-01,Parveen Shakir Road,Kohsar Road/F-7 Marka,parveen shakir road,kohsar road f 7 marka,9,140.0,140,140,2 min 20 sec,2 min 20 sec,2 min 20 sec
ST-01,Shaheen Chowk,Bahria University,shaheen chowk,bahria university,9,180.0,180,180,3 min 0 sec,3 min 0 sec,3 min 0 sec
ST-02,Abpara,Shakarparian Park,abpara,shakarparian park,9,370.0,370,370,6 min 10 sec,6 min 10 sec,6 min 10 sec
ST-02,CDA,Abpara,cda,abpara,9,80.0,80,80,1 min 20 sec,1 min 20 sec,1 min 20 sec
ST-02,COMSATS University,Tamma Stop,comsats university,tamma stop,9,70.0,70,70,1 min 10 sec,1 min 10 sec,1 min 10 sec
ST-02,Chatta Bakhtawar,Hostel City,chatta bakhtawar,hostel city,9,130.0,130,130,2 min 10 sec,2 min 10 sec,2 min 10 sec
ST-02,Green Avenue,Chatta Bakhtawar,green avenue,chatta bakhtawar,9,60.0,60,60,1 min 0 sec,1 min 0 sec,1 min 0 sec
ST-02,Hostel City,COMSATS University,hostel city,comsats university,9,100.0,100,100,1 min 40 sec,1 min 40 sec,1 min 40 sec
ST-02,NARC Colony,NIH Allergy Center,narc colony,nih allergy center,9,80.0,80,80,1 min 20 sec,1 min 20 sec,1 min 20 sec
ST-02,NIH Allergy Center,Shahzad Town,nih allergy center,shahzad town,9,120.0,120,120,2 min 0 sec,2 min 0 sec,2 min 0 sec
ST-02,PIMS,TNT,pims,tnt,9,220.0,220,220,3 min 40 sec,3 min 40 sec,3 min 40 sec
ST-02,Park View City,Green Avenue,park view city,green avenue,9,130.0,130,130,2 min 10 sec,2 min 10 sec,2 min 10 sec
ST-02,Rawal Dam Colony,NARC Colony,rawal dam colony,narc colony,9,130.0,130,130,2 min 10 sec,2 min 10 sec,2 min 10 sec
ST-02,Rawal Town,School Board Stop,rawal town,school board stop,9,70.0,70,70,1 min 10 sec,1 min 10 sec,1 min 10 sec
ST-02,School Board Stop,Rawal Dam Colony,school board stop,rawal dam colony,9,70.0,70,70,1 min 10 sec,1 min 10 sec,1 min 10 sec
ST-02,Shahzad Town,Park View City,shahzad town,park view city,9,80.0,80,80,1 min 20 sec,1 min 20 sec,1 min 20 sec
ST-02,Shakarparian Park,Rawal Town,shakarparian park,rawal town,9,790.0,790,790,13 min 10 sec,13 min 10 sec,13 min 10 sec
ST-02,TNT,Zero Point,tnt,zero point,9,120.0,120,120,2 min 0 sec,2 min 0 sec,2 min 0 sec
ST-02,Tamma Stop,Capt. Naeem Tufail Shaheed Chow,tamma stop,capt naeem tufail shaheed chow,9,80.0,80,80,1 min 20 sec,1 min 20 sec,1 min 20 sec
ST-02,Zero Point,CDA,zero point,cda,9,140.0,140,140,2 min 20 sec,2 min 20 sec,2 min 20 sec
